flow_id,flow_ip_src,flow_ip_dst,flow_srcport,flow_dstport,flow_proto,num_packets,total_length,avg_packet_size,min_time,max_time,tcp_window_size_avg,total_payload,forward_packets,receiving_packets,fragments,flow_duration,target
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,2,776,388,434,434,0,668,2,0,0,434,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,2,776,388,434,434,0,668,2,0,0,434,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,2,776,388,434,434,0,668,2,0,0,434,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,3,1164,388,434,30814,0,1002,3,0,0,31248,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,3,1164,388,434,30814,0,1002,3,0,0,31248,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,3,1164,388,434,30814,0,1002,3,0,0,31248,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,5,1940,388,434,30814,0,1670,5,0,0,54650,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,5,1940,388,434,30814,0,1670,5,0,0,54650,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,5,1940,388,434,30814,0,1670,5,0,0,54650,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,268,73700,275,15,35689,0,59228,268,0,0,1800951,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,275,75625,275,15,1139541,0,60775,275,0,0,2941367,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,275,75625,275,15,1139541,0,60775,275,0,0,2941367,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,275,75625,275,15,1139541,0,60775,275,0,0,2941367,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,284,78100,275,15,1139541,0,62764,284,0,0,2976593,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,284,78100,275,15,1139541,0,62764,284,0,0,2976593,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,284,78100,275,15,1139541,0,62764,284,0,0,2976593,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,284,78100,275,15,1139541,0,62764,284,0,0,2976593,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,290,79750,275,15,1139541,0,64090,290,0,0,3012141,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,290,79750,275,15,1139541,0,64090,290,0,0,3012141,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,290,79750,275,15,1139541,0,64090,290,0,0,3012141,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,295,81125,275,15,1139541,0,65195,295,0,0,3047145,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,295,81125,275,15,1139541,0,65195,295,0,0,3047145,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,304,83600,275,15,1139541,0,67184,304,0,0,3117391,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,304,83600,275,15,1139541,0,67184,304,0,0,3117391,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,304,83600,275,15,1139541,0,67184,304,0,0,3117391,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,307,84425,275,14,1139541,0,67847,307,0,0,3151534,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,307,84425,275,14,1139541,0,67847,307,0,0,3151534,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,6,2328,388,434,34167,0,2004,6,0,0,88817,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,307,84425,275,14,1139541,0,67847,307,0,0,3151534,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
2036161021,0.0.0.0,0.0.0.0,0,0,255,7,2716,388,434,252272,0,2338,7,0,0,341089,0
3411229631,192.171.2.63,78.9.253.9,0,0,120,313,86075,275,14,1139541,0,69173,313,0,0,3184785,0
3699177314,255.97.28.199,113.221.7.0,0,0,250,4,456,114,40,62,0,240,4,0,0,162,0
3709008311,224.211.88.172,185.84.225.14,0,0,206,1,126,126,0,0,0,72,1,0,0,0,0
4115295646,154.192.171.2,63.78.9.253,0,0,1,7,1848,264,40,116,0,1470,7,0,0,392,0
